codigo_ies,anio,nombre_ies,n_evaluados,n_ceros_escrita,global_a,global_c,global_b,pct_ceros_escrita
1101,2023,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,3294,49,181.87,182.4,182.46,1.49
1102,2023,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,1151,25,174.91,175.66,175.74,2.17
1103,2023,UNIVERSIDAD NACIONAL DE COLOMBIA-MANIZALES,583,14,164.43,165.16,165.46,2.4
1104,2023,UNIVERSIDAD NACIONAL DE COLOMBIA-PALMIRA,245,7,153.74,154.51,155.08,2.86
1105,2023,UNIVERSIDAD PEDAGOGICA NACIONAL-BOGOTÁ D.C.,919,15,153.83,154.31,154.41,1.63
1106,2023,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA-TUNJA,2157,53,156.38,157.12,157.29,2.46
1107,2023,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA-DUITAMA,330,11,150.94,151.9,152.19,3.33
1108,2023,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA-SOGAMOSO,354,6,161.41,161.96,161.97,1.69
1109,2023,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA-CHIQUINQUIRA,91,2,147.02,147.68,147.61,2.2
1110,2023,UNIVERSIDAD DEL CAUCA-POPAYAN,1927,65,154.54,155.52,155.91,3.37
1111,2023,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,1497,41,153.93,154.75,154.89,2.74
1112,2023,UNIVERSIDAD DE CALDAS-MANIZALES,1244,44,154.38,155.42,155.7,3.54
1113,2023,UNIVERSIDAD DE CORDOBA-MONTERIA,2391,149,140.92,142.6,143.1,6.23
1114,2023,UNIVERSIDAD SURCOLOMBIANA-NEIVA,1682,54,149.63,150.58,150.69,3.21
1115,2023,UNIVERSIDAD DE LA AMAZONIA-FLORENCIA,1002,44,136.9,138.0,138.58,4.39
1117,2023,UNIVERSIDAD MILITARNUEVA GRANADA-BOGOTÁ D.C.,2129,48,158.34,159.0,159.28,2.25
1118,2023,UNIVERSIDAD TECNOLOGICA DEL CHOCODIEGO LUIS CORDOBA-QUIBDO,1665,266,115.67,119.16,121.02,15.98
1119,2023,UNIVERSIDAD DE LOS LLANOS-VILLAVICENCIO,757,29,151.51,152.59,153.13,3.83
1120,2023,UNIVERSIDAD POPULAR DEL CESAR-VALLEDUPAR,1949,98,138.74,140.07,140.47,5.03
1121,2023,UNIVERSIDAD-COLEGIO MAYOR DE CUNDINAMARCA-BOGOTÁ D.C.,917,31,154.98,156.0,156.19,3.38
1122,2023,UNIVERSIDAD DEL PACIFICO-BUENAVENTURA,261,35,125.2,128.52,129.33,13.41
1123,2023,UNIVERSIDAD POPULAR DEL CESAR-AGUACHICA,366,39,131.33,134.11,134.54,10.66
1201,2023,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,2982,80,162.52,163.33,163.68,2.68
1202,2023,UNIVERSIDAD DEL ATLANTICO-BARRANQUILLA,2507,89,150.28,151.3,151.61,3.55
1203,2023,UNIVERSIDAD DEL VALLE-CALI,2945,127,159.56,160.86,161.35,4.31
1204,2023,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,2277,71,166.25,167.24,167.54,3.12
1205,2023,UNIVERSIDAD DE CARTAGENA-CARTAGENA,2387,133,144.04,145.53,146.27,5.57
1206,2023,UNIVERSIDAD DE NARIÑO-PASTO,1693,91,149.64,151.2,151.54,5.38
1207,2023,UNIVERSIDAD DEL TOLIMA-IBAGUE,3551,157,140.87,142.04,142.54,4.42
1208,2023,UNIVERSIDAD DEL QUINDIO-ARMENIA,1555,76,144.52,145.8,146.54,4.89
1209,2023,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA,1727,56,142.67,143.52,143.89,3.24
1210,2023,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-OCAÑA,698,38,139.18,140.6,141.18,5.44
1212,2023,UNIVERSIDAD DE PAMPLONA-PAMPLONA,2685,112,142.06,143.15,143.73,4.17
1213,2023,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA-SANTA MARTA,2565,124,145.68,146.94,147.78,4.83
1214,2023,UNIVERSIDAD DE CUNDINAMARCA-UDEC-FUSAGASUGA,1447,72,147.32,148.75,149.05,4.98
1215,2023,UNIVERSIDAD DE CUNDINAMARCA-UDEC-GIRARDOT,301,15,146.38,147.77,148.15,4.98
1216,2023,UNIVERSIDAD DE CUNDINAMARCA-UDEC-UBATE,117,6,140.32,141.79,141.77,5.13
1217,2023,UNIVERSIDAD DE SUCRE-SINCELEJO,943,34,148.55,149.57,149.86,3.61
1218,2023,UNIVERSIDAD DE LA GUAJIRA-RIOHACHA,1790,103,129.84,131.16,132.18,5.75
1219,2023,UNIVERSIDAD DE ANTIOQUIA-CARMEN DE VIBORAL,103,2,165.51,166.13,166.28,1.94
1220,2023,UNIVERSIDAD DE ANTIOQUIA-ANDES,40,2,145.98,147.47,147.45,5.0
1221,2023,UNIVERSIDAD DE ANTIOQUIA-CAUCASIA,40,0,152.38,152.38,152.38,0.0
1222,2023,UNIVERSIDAD DE ANTIOQUIA-PUERTO BERRIO,14,0,136.57,136.57,136.57,0.0
1223,2023,UNIVERSIDAD DE ANTIOQUIA-TURBO,16,0,144.62,144.62,144.62,0.0
1301,2023,UNIVERSIDAD DISTRITALFRANCISCO JOSE DE CALDAS-BOGOTÁ D.C.,2419,47,165.39,166.04,166.02,1.94
1701,2023,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C.,2526,34,172.27,172.71,172.83,1.35
1702,2023,PONTIFICIA UNIVERSIDAD JAVERIANA-CALI,1526,36,169.4,170.16,170.41,2.36
1703,2023,UNIVERSIDAD INCCA DE COLOMBIA-BOGOTÁ D.C.,104,2,138.71,139.18,139.52,1.92
1704,2023,UNIVERSIDAD SANTO TOMAS-BOGOTÁ D.C.,2235,79,150.72,151.71,152.14,3.53
1705,2023,UNIVERSIDAD SANTO TOMAS-BUCARAMANGA,807,73,147.78,150.37,151.03,9.05
1706,2023,UNIVERSIDAD EXTERNADO DE COLOMBIA-BOGOTÁ D.C.,1002,17,170.16,170.69,170.93,1.7
1707,2023,FUNDACION UNIVERSIDAD DE BOGOTAJORGE TADEO LOZANO-BOGOTÁ D.C.,877,14,157.72,158.22,158.24,1.6
1708,2023,FUNDACION UNIVERSIDAD DE BOGOTAJORGE TADEO LOZANO-CARTAGENA,26,1,142.96,144.06,144.04,3.85
1709,2023,UNIVERSIDAD CENTRAL-BOGOTÁ D.C.,1011,18,150.26,150.8,150.79,1.78
1710,2023,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MEDELLIN,1603,53,163.03,163.94,164.84,3.31
1711,2023,UNIVERSIDAD DE LA SABANA-CHIA,1484,5,179.23,179.35,179.33,0.34
1712,2023,UNIVERSIDAD EAFIT--MEDELLIN,1658,42,169.01,169.84,170.01,2.53
1713,2023,UNIVERSIDAD DEL NORTE-BARRANQUILLA,2001,70,171.17,172.31,172.66,3.5
1714,2023,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO-BOGOTÁ D.C.,1541,13,179.35,179.63,179.76,0.84
1715,2023,FUNDACION UNIVERSIDAD DE AMERICA-BOGOTÁ D.C.,294,7,157.11,157.84,157.91,2.38
1716,2023,UNIVERSIDAD DE SAN BUENAVENTURA-CALI,688,43,146.09,147.85,148.37,6.25
1717,2023,UNIVERSIDAD DE SAN BUENAVENTURA-MEDELLIN,426,17,144.08,145.16,145.57,3.99
1718,2023,UNIVERSIDAD DE SAN BUENAVENTURA-BOGOTÁ D.C.,244,7,157.16,158.04,158.16,2.87
1719,2023,UNIVERSIDAD CATOLICA DE COLOMBIA-BOGOTÁ D.C.,1037,20,149.49,150.07,150.07,1.93
1720,2023,UNIVERSIDAD MARIANA-PASTO,1193,67,140.7,142.14,142.94,5.62
1722,2023,UNIVERSIDAD DE MANIZALES-MANIZALES,804,28,146.06,147.05,147.21,3.48
1723,2023,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,645,25,157.81,158.99,159.26,3.88
1724,2023,UNIVERSIDAD DE SAN BUENAVENTURA-CARTAGENA,757,58,136.15,138.13,138.85,7.66
1725,2023,FUNDACION UNIVERSIDAD AUTONOMA DE COLOMBIA -FUAC--BOGOTÁ D.C.,213,9,142.74,143.75,144.81,4.23
1726,2023,UNIVERSIDAD CATOLICA DE ORIENTE-RIONEGRO,722,25,145.3,146.25,146.52,3.46
1727,2023,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MONTERIA,608,21,152.15,153.14,153.51,3.45
1728,2023,UNIVERSIDAD SERGIO ARBOLEDA-BOGOTÁ D.C.,967,26,157.7,158.48,158.85,2.69
1729,2023,UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.,1696,34,159.4,159.99,160.24,2.0
1730,2023,UNIVERSIDAD PONTIFICIA BOLIVARIANA-PALMIRA,87,4,148.41,149.79,149.81,4.6
1732,2023,UNIVERSIDAD SANTO TOMAS-TUNJA,623,34,148.48,150.01,150.59,5.46
1733,2023,UNIVERSIDAD SERGIO ARBOLEDA-SANTA MARTA,389,12,148.46,149.33,149.62,3.08
1734,2023,UNIVERSIDAD DE BOYACA - UNIBOYACA-TUNJA,759,25,147.37,148.29,148.6,3.29
1735,2023,UNIVERSIDAD MANUELA BELTRAN-UMB--BOGOTÁ D.C.,736,30,148.92,150.05,150.53,4.08
1801,2023,UNIVERSIDAD LA GRAN COLOMBIA-BOGOTÁ D.C.,1344,48,145.69,146.65,147.12,3.57
1802,2023,UNIVERSIDAD LA GRAN COLOMBIA-ARMENIA,298,19,151.76,153.72,153.71,6.38
1803,2023,UNIVERSIDAD DE LA SALLE-BOGOTÁ D.C.,1241,34,152.8,153.55,154.01,2.74
1804,2023,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA,941,63,136.96,138.65,139.54,6.7
1805,2023,UNIVERSIDAD SANTIAGO DE CALI-CALI,2305,124,138.46,139.82,140.54,5.38
1806,2023,UNIVERSIDAD LIBRE-BOGOTÁ D.C.,816,34,151.29,152.46,152.99,4.17
1807,2023,UNIVERSIDAD LIBRE-CALI,860,36,146.38,147.55,147.94,4.19
1808,2023,UNIVERSIDAD LIBRE-BARRANQUILLA,850,47,148.33,149.85,150.56,5.53
1809,2023,UNIVERSIDAD LIBRE-PEREIRA,447,17,150.86,151.84,152.75,3.8
1810,2023,UNIVERSIDAD LIBRE-CUCUTA,205,9,158.47,159.72,160.49,4.39
1811,2023,UNIVERSIDAD LIBRE-SOCORRO,126,6,147.21,148.48,149.23,4.76
1812,2023,UNIVERSIDAD DE MEDELLIN-MEDELLIN,880,25,158.93,159.85,159.77,2.84
1813,2023,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,2573,32,186.68,187.13,187.24,1.24
1814,2023,UNIVERSIDAD AUTONOMA LATINOAMERICANA-UNAULA-MEDELLIN,443,13,151.31,152.09,152.7,2.93
1815,2023,CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-BOGOTÁ D.C.,528,15,151.28,152.06,152.47,2.84
1816,2023,UNIVERSIDAD COOPERATIVA DE COLOMBIA-MEDELLIN,595,33,140.71,142.19,142.69,5.55
1817,2023,UNIVERSIDAD COOPERATIVA DE COLOMBIA-BUCARAMANGA,567,34,139.75,141.27,142.21,6.0
1818,2023,UNIVERSIDAD COOPERATIVA DE COLOMBIA-BOGOTÁ D.C.,3268,168,136.4,137.69,138.31,5.14
1819,2023,UNIVERSIDAD COOPERATIVA DE COLOMBIA-BARRANCABERMEJA,132,4,138.82,139.61,139.91,3.03
1820,2023,UNIVERSIDAD COOPERATIVA DE COLOMBIA-SANTA MARTA,913,64,138.28,140.13,140.74,7.01
1822,2023,CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-GIRARDOT,190,13,137.01,138.75,139.62,6.84
1823,2023,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-BUCARAMANGA,930,38,153.61,154.82,155.11,4.09
1824,2023,UNIVERSIDAD METROPOLITANA-BARRANQUILLA,684,37,142.01,143.52,143.75,5.41
1825,2023,UNIVERSIDAD AUTONOMA DE MANIZALES-MANIZALES,412,11,153.95,154.7,155.13,2.67
1826,2023,UNIVERSIDAD ANTONIO NARIÑO-BOGOTÁ D.C.,2077,193,139.56,142.03,142.95,9.29
1827,2023,UNIVERSIDAD CATOLICA DE MANIZALES-MANIZALES,246,13,141.81,143.18,143.91,5.28
1828,2023,UNIVERSIDAD ICESI-CALI,730,34,174.01,175.56,175.94,4.66
1829,2023,UNIVERSIDAD SANTIAGO DE CALI-PALMIRA,286,26,140.2,142.66,143.4,9.09
1830,2023,UNIVERSIDAD AUTONOMA DE OCCIDENTE-CALI,1059,37,154.72,155.73,156.14,3.49
1831,2023,UNIVERSIDAD DE IBAGUE-IBAGUE,398,8,147.72,148.27,148.49,2.01
1832,2023,UNIVERSIDAD TECNOLOGICA DE BOLIVAR-CARTAGENA,716,19,153.59,154.4,154.42,2.65
1833,2023,UNIVERSIDAD DEL SINÚ 'Elías Bechara Zainúm' - UNISINÚ-MONTERIA,1683,117,136.8,138.63,139.19,6.95
1834,2023,UNIVERSIDAD DEL SINÚ 'Elías Bechara Zainúm' - UNISINÚ-CARTAGENA,717,50,134.12,135.87,136.63,6.97
1835,2023,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.-BOGOTÁ D.C.,666,16,151.86,152.55,152.78,2.4
2102,2023,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD-BOGOTÁ D.C.,8594,387,135.87,136.99,137.6,4.5
2104,2023,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-BOGOTÁ D.C.,1928,131,133.62,135.28,136.26,6.79
2106,2023,DIRECCION NACIONAL DE ESCUELAS-BOGOTÁ D.C.,331,11,138.19,139.07,139.32,3.32
2110,2023,COLEGIO MAYOR DE ANTIOQUIA-MEDELLIN,499,19,145.35,146.38,146.82,3.81
2114,2023,ESCUELA NACIONAL DEL DEPORTE-CALI,638,20,140.41,141.24,141.49,3.13
2206,2023,INSTITUTO DEPARTAMENTAL DE BELLAS ARTES-CALI,98,4,150.13,151.44,151.09,4.08
2207,2023,INSTITUTO UNIVERSITARIO DE LA PAZ-BARRANCABERMEJA,515,28,133.83,135.13,136.08,5.44
2208,2023,CONSERVATORIO DEL TOLIMA-IBAGUE,48,3,145.56,147.21,148.22,6.25
2209,2023,POLITECNICO COLOMBIANOJAIME ISAZA CADAVID-MEDELLIN,1008,17,146.75,147.21,147.4,1.69
2211,2023,INSTITUCION UNIVERSITARIA BELLAS ARTES Y CIENCIAS DE BOLIVAR-CARTAGENA,197,21,134.15,136.94,138.01,10.66
2301,2023,UNIDAD CENTRAL DEL VALLE DEL CAUCA-TULUA,534,23,148.32,149.46,150.28,4.31
2302,2023,INSTITUCION UNIVERSITARIA DE ENVIGADO-ENVIGADO,525,9,146.07,146.54,146.75,1.71
2701,2023,INSTITUCION UNIVERSITARIA COLEGIOS DE COLOMBIA -UNICOC-BOGOTÁ D.C.,243,8,145.05,145.98,146.16,3.29
2702,2023,FUNDACION UNIVERSITARIA DE CIENCIAS DE LA SALUD-BOGOTÁ D.C.,543,21,153.81,154.94,155.26,3.87
2704,2023,COLEGIO DE ESTUDIOS SUPERIORES DE ADMINISTRACION-CESA-BOGOTÁ D.C.,223,3,179.47,179.92,180.08,1.35
2707,2023,FUNDACION UNIVERSITARIA JUAN N. CORPAS-BOGOTÁ D.C.,314,13,152.17,153.36,153.76,4.14
2708,2023,UNIVERSIDAD CES-MEDELLIN,589,27,164.31,165.75,166.22,4.58
2709,2023,FUNDACION UNIVERSITARIA SAN MARTIN-BOGOTÁ D.C.,970,54,139.72,141.11,142.05,5.57
2710,2023,FUNDACION UNIVERSITARIA MONSERRATE - UNIMONSERRATE-BOGOTÁ D.C.,217,5,137.96,138.49,139.06,2.3
2711,2023,UNIVERSIDAD CATOLICA DE PEREIRA-PEREIRA,431,20,148.48,149.77,150.26,4.64
2712,2023,FUNDACION UNIVERSITARIA KONRAD LORENZ-BOGOTÁ D.C.,675,12,157.15,157.69,157.79,1.78
2713,2023,FUNDACION UNIVERSITARIA LOS LIBERTADORES-BOGOTÁ D.C.,739,20,142.61,143.31,143.67,2.71
2715,2023,FUNDACION UNIVERSITARIA DE POPAYAN-POPAYAN,1010,50,129.37,130.56,131.11,4.95
2719,2023,FUNDACION UNIVERSITARIA LUIS AMIGO FUNLAM-MEDELLIN,1746,110,142.75,144.47,145.02,6.3
2720,2023,FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS-TUNJA,492,19,139.35,140.28,141.03,3.86
2721,2023,FUNDACION UNIVERSITARIA MARIA CANO-MEDELLIN,566,24,135.83,136.9,137.38,4.24
2723,2023,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-BOGOTÁ D.C.,327,10,150.1,150.99,151.2,3.06
2724,2023,FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -SAN GIL,452,22,142.9,144.22,144.63,4.87
2725,2023,POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.,8300,272,137.2,138.01,138.46,3.28
2727,2023,FUNDACION UNIVERSITARIA-CEIPA-SABANETA,811,26,144.0,144.87,145.2,3.21
2728,2023,FUNDACION UNIVERSITARIA DEL AREA ANDINA-BOGOTÁ D.C.,6718,256,136.74,137.72,138.11,3.81
2730,2023,FUNDACION ESCUELA COLOMBIANA DE REHABILITACION-BOGOTÁ D.C.,133,5,143.05,144.05,144.54,3.76
2731,2023,FUNDACION UNIVERSITARIA CATOLICA LUMEN GENTIUM-CALI,873,41,135.61,136.78,137.39,4.7
2732,2023,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE-SANTA ROSA DE OSOS,629,21,138.11,138.93,139.46,3.34
2733,2023,FUNDACIÓN UNIVERSITARIA SAN ALFONSO- FUSA-BOGOTÁ D.C.,50,1,135.56,135.98,136.63,2.0
2736,2023,FUNDACION UNIVERSITARIA SEMINARIO BIBLICO DE COLOMBIA- FUSBC-MEDELLIN,17,1,162.82,163.65,169.62,5.88
2737,2023,FUNDACION UNIVERSITARIA DEL AREA ANDINA-PEREIRA,714,16,139.41,140.01,140.19,2.24
2738,2023,FUNDACION UNIVERSITARIA EMPRESARIAL DE LA CAMARA DE COMERCIO DE Bogotá -BOGOTÁ D.C.,133,3,150.19,150.86,150.87,2.26
2739,2023,FUNDACION DE ESTUDIOS SUPERIORES UNIVERSITARIOS DE URABA ANTONIO ROLDAN BETANCUR-APARTADO,21,2,128.57,130.95,131.58,9.52
2740,2023,INSTITUCION UNIVERSITARIA COLOMBO AMERICANA - UNICA-BOGOTÁ D.C.,10,1,156.4,159.65,159.33,10.0
2741,2023,FUNDACION DE ESTUDIOS SUPERIORES MONSEÑOR ABRAHAM ESCUDERO MONTOYA- FUNDES-ESPINAL,112,9,128.79,130.84,131.14,8.04
2743,2023,UNIVERSIDAD INTERNACIONAL DEL TRÓPICO AMERICANO,226,10,135.6,136.67,137.39,4.42
2744,2023,INSTITUCION UNIVERSITARIA CENTRO DE ESTUDIOS SUPERIORES MARIA GORETTI-PASTO,878,61,134.62,136.32,137.35,6.95
